분류,건축구분,대지위치,대지면적(제곱미터),건축면적(제곱미터),연면적(제곱미터),증축연면적(제곱미터),건폐율(퍼센트),용적률(퍼센트),취소구분,허가_신고일,효력상실일,착공처리일,사용승인일,최대지상층수,최대지하층수,주용도,부속용도,용도지역,용도지구,용도구역,세대수,호수,가구수,데이터기준일자
건축허가,증축,서울특별시 광진구 중곡동 94-20,245.6,122.57,675.61,31.64,49.91,199.96,,2010-08-20,,2010-10-04,2010-11-08,5,1,제2종근린생활시설,,제2종일반주거지역,,,,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 구의동 50-4,244.3,121.88,663.21,,49.89,199.56,,2010-08-20,,,,4,1,제1종근린생활시설,교육연구및복지시설/노유자시설/단독주택,제2종일반주거지역,,,,,1,2023-01-28
건축허가,용도변경,서울특별시 광진구 능동 236-1,716.7,356.49,1595.55,,49.74,192.16,,2010-08-20,,,2010-09-03,4,1,제2종근린생활시설,업무시설,제3종일반주거지역,중심지미관지구,제1종지구단위계획구역,,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 화양동 8-38,148.4,68.43,131.57,,46.11,88.66,,2010-08-20,,,,2,,제2종근린생활시설,일반음식점,도시지역,,,,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 자양동 584-11,339,168.78,1053.42,,49.7876,243.7876,,2010-08-20,,,2010-09-07,5,1,제2종근린생활시설,"주택, 노유자시설",제2종일반주거지역,,,,,1,2023-01-28
건축신고,용도변경,서울특별시 광진구 구의동 68-37,267.8,151.74,267.8,,56.66,156.53,,2010-08-20,,,2010-08-23,3,1,제2종근린생활시설,학원,준주거지역,중심지미관지구,개발행위허가제한지역,,,,2023-01-28
건축신고,용도변경,서울특별시 광진구 군자동 476-10,206.3,131.54,243.31,,63.76,103.02,,2010-08-20,,,,2,1,단독주택,주택,준주거지역,,,,,,2023-01-28
건축신고,용도변경,서울특별시 광진구 화양동 18-5 외1필지,915.4,455.08,1434.04,,49.7138,126.1154,,2010-08-20,,,2011-03-08,3,1,제2종근린생활시설,창고,일반상업지역,중심지미관지구,제1종지구단위계획구역,,,,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 617-28 외1필지,295.7,176.73,585.98,,59.76,198.16,,2010-08-19,,2010-09-01,2011-02-15,5,0,공동주택,다세대주택,제2종일반주거지역,,,10,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 중곡동 638-4,919.3,455.18,1598.46,,49.51,142.55,,2010-08-18,,,2010-08-26,3,1,업무시설,"업무시설,제1,2종근생",제3종일반주거지역,중심지미관지구,제1종지구단위계획구역,,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 구의동 60-59,87.5,42.71,134.43,,48.81,97.62,,2010-08-16,,,,2,1,단독주택,,제2종일반주거지역,,,,,2,2023-01-28
건축허가,신축,서울특별시 광진구 능동 257-19,134.8,80.34,201.89,,59.6,149.77,,2010-08-16,,2010-08-17,2010-12-09,4,0,단독주택,다가구주택,제1종일반주거지역,최고고도지구,,,,6,2023-01-28
건축허가,용도변경,서울특별시 광진구 구의동 591-22,373.7,124.96,157.03,,33.44,37.86,,2010-08-13,,,2010-08-20,2,1,제2종근린생활시설,일반음식점,제2종일반주거지역,,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 553-406,142,84.6,246.48,,59.58,173.58,,2010-08-12,,2010-09-29,2011-06-01,4,0,단독주택,다가구주택,도시지역,,,,,6,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 256-43,144.5,86,238.53,,59.51,165.07,,2010-08-11,,2010-08-12,2011-01-28,4,0,단독주택,다가구주택,제2종일반주거지역,,,,,7,2023-01-28
건축신고,증축,서울특별시 광진구 중곡동 119-31,330.2,154.72,307.2,84.94,46.8565,93.0345,,2010-08-11,,2010-08-12,2010-09-30,2,,제1종근린생활시설,,도시지역,중심지미관지구,제1종지구단위계획구역,,,,2023-01-28
건축신고,증축,서울특별시 광진구 중곡동 256-43,144.5,86,314.29,75.76,59.51,217.5,,2010-08-11,,,2011-01-28,5,,단독주택,다가구주택,제2종일반주거지역,,,,,9,2023-01-28
건축허가,용도변경,서울특별시 광진구 광장동 322-6,218,94.64,118.54,,43.41,43.41,,2010-08-10,,,,1,1,제2종근린생활시설,사무소,제2종일반주거지역,,,,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 광장동 258-28,281,80.33,240.99,,28.59,57.17,,2010-08-10,,,,2,1,제2종근린생활시설,근린생활시설,제2종일반주거지역,,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 769-23,193.8,90.59,165.01,,46.74,85.14,,2010-08-10,,2010-10-28,2011-01-26,2,0,단독주택,다가구주택,제3종일반주거지역,,개발행위허가제한지역,,,3,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 624-19,145.5,86.48,285.05,,59.44,195.91,,2010-08-10,,2010-08-13,2010-12-09,5,0,공동주택,다세대주택,제2종일반주거지역,,,9,,,2023-01-28
건축신고,증축,서울특별시 광진구 화양동 8-50,153.7,91.21,294.14,59.22,59.34,134.78,,2010-08-10,,2010-09-16,2010-10-19,2,1,제2종근린생활시설,일반음식점및 주택,제2종일반주거지역,,기타,,,2,2023-01-28
건축신고,증축,서울특별시 광진구 화양동 46-76,113.4,65.36,176.07,49.95,57.64,101.68,,2010-08-10,,2010-08-20,2010-10-04,2,1,단독주택,,제2종일반주거지역,,,1,,,2023-01-28
건축신고,증축,서울특별시 광진구 화양동 17-23,141.5,77.97,185.5,48.57,55.1,131.09,,2010-08-10,,2010-08-20,2010-10-19,3,,단독주택,단독주택,준주거지역,,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 군자동 48-36,168,100.04,334.71,,59.55,199.23,,2010-08-09,,2010-08-16,2010-11-19,4,0,제2종근린생활시설,,제2종일반주거지역,,,,,,2023-01-28
건축허가,증축,서울특별시 광진구 화양동 1 외31필지,460443.2,80095.57,403116.2,108.5,17.3951,72.3516,,2010-08-06,,2010-09-27,2010-12-16,6,1,교육연구시설,대학교,도시지역,,,,,,2023-01-28
건축허가,증축,서울특별시 광진구 광장동 350-4,443,193.33,338.73,128.98,43.6411,76.4628,,2010-08-06,,2010-08-19,2011-01-05,3,,단독주택,제1종 근린생활시설,제1종일반주거지역,,,,,1,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 22-1,211.9,119.96,515.27,,56.61,149.41,,2010-08-06,,2011-04-06,2011-09-23,4,2,공동주택,다세대주택,제1종일반주거지역,,,8,,,2023-01-28
건축허가,신축,서울특별시 광진구 화양동 12-13,120.44,71.25,238.85,,59.16,198.31,,2010-08-06,,2010-09-06,2010-12-24,4,0,제2종근린생활시설,,제2종일반주거지역,,,,,,2023-01-28
건축허가,증축,서울특별시 광진구 화양동 17-72 외1필지,285,167.04,1136.96,140.26,58.61,398.93,,2010-08-05,,2010-08-11,2010-12-10,9,,제2종근린생활시설,"서점,학원,사무소,독서실",준주거지역,,,,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 자양동 64-18,143,68.73,207.03,,48.06,96.13,,2010-08-04,,,,2,1,단독주택,주택 ,준주거지역,,제1종지구단위계획구역,,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 자양동 64-17,135,65.58,196.74,,48.58,97.16,,2010-08-04,,,,2,1,단독주택,주택 ,준주거지역,,제1종지구단위계획구역,,,,2023-01-28
건축허가,신축,서울특별시 광진구 자양동 677-2,175.5,87.2,437.12,,49.69,249.07,,2010-08-04,,2010-09-30,2011-02-10,6,0,제2종근린생활시설,고시원,제3종일반주거지역,,,,,,2023-01-28
건축신고,증축,서울특별시 광진구 자양동 231-10,107,63.87,239.66,48.05,59.69,164.26,,2010-08-04,,2010-08-17,2010-10-19,3,1,단독주택,,제2종일반주거지역,,,,,1,2023-01-28
건축허가,신축,서울특별시 광진구 광장동 256-1 외1필지,272,161.49,543.56,,59.37,199.84,,2010-08-03,,2010-08-13,2011-01-11,6,0,단독주택,"다가구주택7가구,근생(사무실)",제2종일반주거지역,기타지구,제1종지구단위계획구역,,,7,2023-01-28
건축허가,용도변경,서울특별시 광진구 화양동 8-50,153.7,74.34,234.92,,48.37,96.26,,2010-08-02,,,,2,1,단독주택,근린생활시설,제2종일반주거지역,,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 553-6,208,119.79,417.56,,57.59,149.98,,2010-08-02,,2010-08-05,2010-12-13,4,1,공동주택,"다세대주택, 2종근생(사무소)",제1종일반주거지역,,,9,,,2023-01-28
건축허가,증축,서울특별시 광진구 구의동 553-6,208,119.79,443.04,25.48,57.59,162.23,,2010-08-02,,,2010-12-13,4,1,공동주택,"다세대,근생(사무소)",도시지역,,가축사육제한구역,9,1,,2023-01-28
건축허가,용도변경,서울특별시 광진구 구의동 78-3,332.9,174.17,480.98,,52.32,104.46,,2010-07-30,,,2010-08-05,3,1,제2종근린생활시설,,제3종일반주거지역,,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 군자동 355-28,188.57,93.4,471.24,,49.53,249.9,,2010-07-29,,2010-08-25,2011-01-14,7,0,제2종근린생활시설,"근,생및다가구주택3",제3종일반주거지역,,제1종지구단위계획구역,,,3,2023-01-28
건축허가,용도변경,서울특별시 광진구 구의동 206-36,91.9,49.92,92.66,,54.32,100.83,,2010-07-28,,,,2,,단독주택,제1종 근린생활시설(미용원),도시지역,,,,,1,2023-01-28
건축허가,용도변경,서울특별시 광진구 자양동 615-27 외1필지,520.6,260.04,1888.54,,49.95,285.57,,2010-07-28,,,2010-09-14,6,1,제2종근린생활시설,노유자시설,제2종일반주거지역,,,,,,2023-01-28
건축허가,대수선,서울특별시 광진구 화양동 46-3,242.3,145.27,683.15,,59.9546,271.8035,,2010-07-26,,2010-08-31,2010-10-25,5,,제2종근린생활시설,고시원,제2종일반주거지역,,,,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 자양동 680-63,57725.1,10781.91,35164.99,,18.678,51.5538,,2010-07-26,,,,3,1,업무시설,사무소,일반상업지역,기타지구,기타구역,,,,2023-01-28
건축신고,증축,서울특별시 광진구 화양동 8-56,135.5,78.3,237.8,42.05,57.78,127.34,,2010-07-26,,2010-07-28,2010-09-09,3,1,단독주택,주택,제2종일반주거지역,기타지구,기타구역,,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 111-9 외1필지,759.1,453.12,1888.18,,59.69,186.78,,2010-07-21,,2010-09-01,2012-12-20,5,1,종교시설,성당,제2종일반주거지역,,대공방어협조구역,,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 255-51,194.7,116.25,387.91,,59.71,199.23,,2010-07-21,,2010-07-22,2010-12-14,4,0,단독주택,근생 및 다가구주택,도시지역,,,,,7,2023-01-28
건축신고,증축,서울특별시 광진구 구의동 209-17,124,61.97,159.75,159.75,49.97,123.18,,2010-07-21,,2010-07-26,2010-08-13,2,1,단독주택,,제2종일반주거지역,,,,,,2023-01-28
건축신고,용도변경,서울특별시 광진구 광장동 22-1 외173필지,261288,29186.11,166763,,11.17,38.43,,2010-07-20,,,2010-09-17,15,4,숙박시설,관광호텔,제2종일반주거지역,역사문화미관지구,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 150-382,202,115.13,401.88,,57,198.95,,2010-07-19,,2010-09-28,2010-12-29,5,0,공동주택,다세대주택,도시지역,,,8,,,2023-01-28
건축신고,증축,서울특별시 광진구 광장동 271-14,342,197.02,660.95,83.84,57.61,193.26,효력상실,2010-07-19,2013-12-20,,,5,,제2종근린생활시설,,제2종일반주거지역,,대공방어협조구역,,,,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 97-46,267.4,160.25,530.11,,59.92,198.24,,2010-07-16,,2010-10-04,2011-01-28,5,0,공동주택,다세대주택,제2종일반주거지역,,,10,,,2023-01-28
건축허가,신축,서울특별시 광진구 능동 235-11,135.6,81.12,202.92,,59.82,149.65,,2010-07-14,,2010-08-09,2010-11-30,4,0,단독주택,다가구(5가구)주택,제1종일반주거지역,,,,,5,2023-01-28
건축신고,대수선,서울특별시 광진구 중곡동 72-13,100.8,27.93,27.93,,27.7083,27.7083,,2010-07-14,,2010-07-22,2010-09-15,1,,단독주택,,제1종일반주거지역,,,,,,2023-01-28
건축신고,증축,서울특별시 광진구 능동 235-11,135.6,81.12,212.92,10,59.82,157.02,,2010-07-14,,,2010-11-30,1,,단독주택,다가구주택,제1종일반주거지역,,,,,6,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 111-16,162,97.02,322.66,,59.88,184.33,,2010-07-13,,2010-08-31,2011-02-15,4,0,공동주택,다세대주택,제2종일반주거지역,,,6,,,2023-01-28
건축허가,신축,서울특별시 광진구 능동 248-3,226.8,135.53,338.6,,59.76,149.3,,2010-07-13,,2010-07-14,2010-11-08,4,0,단독주택,다가구주택,제1종일반주거지역,,,,,9,2023-01-28
건축허가,증축,서울특별시 광진구 중곡동 111-16,162,97.02,347.66,25,59.89,199.77,,2010-07-13,,,2011-02-15,4,,공동주택,다세대주택,제2종일반주거지역,,,6,,,2023-01-28
건축허가,증축,서울특별시 광진구 자양동 681-15,706.57,266.6,1453.12,39.62,37.73,162.63,,2010-07-12,,2010-07-14,2010-11-25,5,1,제1종근린생활시설,,제3종일반주거지역,중심지미관지구,,,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 구의동 57-40,117.4,67.84,216.14,,57.78,171.1,,2010-07-12,,,,3,1,제2종근린생활시설,사무소,제2종일반주거지역,중심지미관지구,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 군자동 474-33,155.4,88.92,310.51,,57.22,199.81,,2010-07-12,,2010-08-26,2011-03-09,5,0,제2종근린생활시설,"(고시원), 제1종근린생활시설(소매점)",제2종일반주거지역,,,,,,2023-01-28
건축신고,대수선,서울특별시 광진구 광장동 320-5,24,16.64,16.64,,69.3333,69.3333,,2010-07-12,,2010-07-14,2011-04-08,1,,제2종근린생활시설,일반음식점,도시지역,,,,,,2023-01-28
건축신고,증축,서울특별시 광진구 자양동 804-9,144.1,85.12,273.08,52.16,59.07,130.43,,2010-07-12,,2010-07-27,2010-09-10,3,1,단독주택,,제2종일반주거지역,,,,,1,2023-01-28
건축신고,증축,서울특별시 광진구 자양동 229-38,132.85,71.4,268.8,49.14,53.74,136.34,,2010-07-12,,2010-08-09,2010-11-15,3,1,단독주택,,제2종일반주거지역,,,,,1,2023-01-28
건축신고,증축,서울특별시 광진구 자양동 229-37,134.35,67.9,258.5,49.8,50.53,132.78,,2010-07-12,,2010-08-09,2010-11-15,3,,단독주택,,제2종일반주거지역,,,,,1,2023-01-28
건축신고,증축,서울특별시 광진구 자양동 231-48,156.5,83.31,283.91,49.76,53.23,128.17,,2010-07-12,,2010-07-27,2010-09-02,3,1,단독주택,,제2종일반주거지역,,,,,1,2023-01-28
건축신고,증축,서울특별시 광진구 자양동 802,184.8,100.69,311.57,50.41,54.48,153.06,,2010-07-12,,2010-07-27,2010-09-02,3,1,단독주택,,제2종일반주거지역,,,,,1,2023-01-28
건축신고,증축,서울특별시 광진구 화양동 17-38,158.94,94.52,299.61,49.68,59.46,150.2,,2010-07-12,,,2010-07-28,3,,단독주택,다가구주택,준주거지역,,,,,,2023-01-28
건축신고,증축,서울특별시 광진구 화양동 17-30,128.6,72.53,196.04,49.74,56.4,141.3,,2010-07-12,,2010-07-14,2010-08-06,3,,단독주택,다가구주택,준주거지역,,,,,,2023-01-28
건축신고,용도변경,서울특별시 광진구 자양동 227-342 외1필지,23148.6,5755.21,158655.74,,24.862,455.6817,,2010-07-09,,,2010-11-04,50,6,노유자시설,,일반상업지역,일반미관지구,제1종지구단위계획구역,,,,2023-01-28
건축허가,신축,서울특별시 광진구 군자동 93-57,135,80.3,268.29,,59.48,198.73,,2010-07-08,,2010-09-10,2011-02-01,5,0,단독주택,,,,,,,5,2023-01-28
건축허가,증축,서울특별시 광진구 군자동 93-57,135,80.3,303.64,35.35,59.48,224.92,,2010-07-08,,,2011-02-01,6,,단독주택,다가구주택,도시지역,,,,,5,2023-01-28
건축신고,대수선,서울특별시 광진구 중곡동 112-2,156.4,93.6,306.6,,59.85,196.04,,2010-07-08,,2010-07-13,2010-07-22,4,,단독주택,"근,생및다가구주택9",제2종일반주거지역,,,,,9,2023-01-28
건축허가,신축,서울특별시 광진구 중곡동 646-21,796.8,383.67,1310.36,,48.15,164.45,,2010-07-07,,2010-07-08,2011-04-29,5,0,공동주택,다세대주택,제2종일반주거지역,,,16,,,2023-01-28
건축허가,신축,서울특별시 광진구 군자동 48-1,214.74,116.55,546.11,,54.28,199.61,,2010-07-07,,2010-09-13,2011-02-22,6,1,단독주택,"근,생및다가구주택(9)",제2종일반주거지역,,,,,9,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 251-166,174.5,104.38,669.12,,59.81,383.44,,2010-07-07,,2010-07-13,2010-12-07,8,0,제2종근린생활시설,고시원.주택.,준주거지역,,,,,,2023-01-28
건축신고,증축,서울특별시 광진구 능동 237-12,375.5,159.12,243.36,84.24,42.37,64.8,,2010-07-07,,2010-07-27,2010-09-07,2,0,제2종근린생활시설,수리점   사무소,제3종일반주거지역,,,,,,2023-01-28
건축허가,용도변경,서울특별시 광진구 화양동 94-25,227,93.65,136.06,,41.26,59.94,,2010-07-06,,,2011-05-17,2,,제2종근린생활시설,일반음식점,도시지역,일반미관지구,제1종지구단위계획구역,,,,2023-01-28
건축허가,신축,서울특별시 광진구 화양동 32-18,331.6,197.14,662.83,,59.52,199.88,,2010-07-06,,2010-08-23,2011-03-02,5,0,제2종근린생활시설,및 다가구주택(2가구),제2종일반주거지역,,,,,2,2023-01-28
건축신고,용도변경,서울특별시 광진구 화양동 4-20,5621.3,3051.81,31078.93,,54.2901,297.9282,,2010-07-06,,,2010-09-09,12,5,판매시설,"업무시설,문화맟집회시설,근린생활시설",,,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 구의동 224-11,171.9,103.04,315.83,,59.94,183.73,,2010-07-05,,2010-07-13,2010-11-05,4,0,단독주택,다가구주택,제2종일반주거지역,,,,,9,2023-01-28
건축신고,용도변경,서울특별시 광진구 군자동 48-36,179.2,93.39,183.89,,52.12,102.62,,2010-07-05,,,,2,,단독주택,,제2종일반주거지역,,,,,,2023-01-28
건축신고,용도변경,서울특별시 광진구 광장동 148-11 외1필지,1883,799.76,8494.08,,42.47,292.31,,2010-07-05,,,2010-07-21,7,3,업무시설,노유자시설 근린생활시설,제2종일반주거지역,역사문화미관지구,,,,,2023-01-28
건축허가,신축,서울특별시 광진구 능동 141,107.4,54.8,160.43,,51.0242,149.3762,,2010-07-02,,2010-07-05,2010-10-07,3,0,제2종근린생활시설,사무소,제1종일반주거지역,,,,,,2023-01-28
